taxid,genome_size,species_name
2080664,5336363,Enterobacter cloacae complex sp. ECNIH14
2080670,5217812,Citrobacter freundii complex sp. CFNIH6
2080671,5491361,Citrobacter freundii complex sp. CFNIH5
2080744,3416383,Microbacterium sp. Ru50
2080746,8229423,Streptomyces sp. Ru71
2080748,8211620,Streptomyces sp. Ru73
2080749,3790111,Dorea sp. Marseille-P4042
2080764,4405644,Pseudomonas sp. FEMGT703P
2080765,2984251,Flavobacterium sp. FEMGT703F
2080766,3.22E+06,Sediminibacterium sp. FEMGT703S
2081523,4.65E+06,Acidobacteriia bacterium
2081524,1653840,Chlamydiota bacterium
2081702,3249416,Actinomyces sp. oral taxon 897
2081703,1646831,Peptostreptococcaceae bacterium oral taxon 929
2081964,5508835,Lysinibacillus sp. B2A1
2081965,2373415,Alkalibacterium sp. MB6
2082188,5563895,Sphingobium sp. YG1
2082193,3151275,Clostridiaceae bacterium 14S0207
2082386,3941137,Methylibium sp. Pch-M
2082387,6619214,Mesorhizobium sp. Pch-S
2082399,4883133,Xanthomonas sp. CFBP 7698
2082616,5139320,Escherichia sp. R1
2082617,4712381,Escherichia sp. R2
2082621,5041720,Escherichia sp. R6
2082623,4687920,Escherichia sp. R9
2082624,5102360,Escherichia sp. R10
2082625,5155125,Escherichia sp. R11
2082628,5249685,Escherichia sp. R14
2082629,5121407,Escherichia sp. R15
2082630,5224073,Escherichia sp. R16
2082632,5325819,Escherichia sp. R18
2082949,4403107,Microvirga sp. 17 mud 1-3
2082950,5603048,Cyanothece sp. BG0011
2083009,3149233,Actinomyces sp. Marseille-P3109
2083010,9813744,Streptomyces sp. MA5143a
2083017,4.39E+06,Ideonella sp. MAG2
2083052,5916720,Pseudomonas sp. SWI36
2083498,5091179,Ketobacter sp.
2083752,3819806,Acinetobacter sp. KU 011TH
2083753,3826071,Acinetobacter sp. KU 013TH
208596,2685399,Carnobacterium sp. 17-4
2086263,3.36E+06,Rhodobacteraceae bacterium WD3A24
2086273,2340890,Subdoligranulum sp. APC924/74
2086344,69726526,Podosphaera cerasi
2086574,3116244,Psychrobacter sp. Marseille-P5312
2086579,3708165,Bacteroides sp. Marseille-P3684
2086582,3327543,Blastococcus sp. Marseille-P5729
2093353,1545535,candidate division WS5 bacterium
2093360,5103455,Candidatus Abyssubacteria bacterium SURF_5
2093361,4.64E+06,Candidatus Abyssubacteria bacterium SURF_17
2093367,3.68E+06,Desulfarculus sp.
2093368,2.28E+06,Candidatus Desulforudis sp.
2093370,2.22E+06,Dethiobacter sp.
2093372,1.71E+06,Gaiellales bacterium
2093374,1945490,Oxalobacter sp.
2093742,4521945,Lachnospiraceae bacterium KM106-2
2093744,5522872,Pseudomonas sp. Kh13
2093746,5660217,Pseudomonas sp. F16(2018)
2093793,7.42E+05,Candidatus Nealsonbacteria bacterium
2093813,2381060,Thioalkalivibrio sp.
2093830,6327846,Neorhizobium sp. T25_13
2093831,6466403,Neorhizobium sp. T25_27
2093859,5516841,Escherichia sp. MOD1-EC2449
2093860,5410673,Escherichia sp. MOD1-EC4516
2093861,4933984,Escherichia sp. MOD1-EC4550
2093862,5544922,Escherichia sp. MOD1-EC4560
2093863,4564786,Escherichia sp. MOD1-EC5110
2093864,5024900,Escherichia sp. MOD1-EC5189
2093865,5441022,Escherichia sp. MOD1-EC5287
2093866,4672129,Escherichia sp. MOD1-EC5350
2093868,4262649,Escherichia sp. MOD1-EC5427
2093871,4238862,Escherichia sp. MOD1-EC5438
2093873,4620687,Escherichia sp. MOD1-EC5451
2093875,4258489,Escherichia sp. MOD1-EC5462
2093877,4959232,Escherichia sp. MOD1-EC5948
2093878,4722349,Escherichia sp. MOD1-EC5949
2093880,5077494,Escherichia sp. MOD1-EC5990
2093881,5423889,Escherichia sp. MOD1-EC6021
2093883,4983472,Escherichia sp. MOD1-EC6097
2093884,4896839,Escherichia sp. MOD1-EC6098
2093885,4637728,Escherichia sp. MOD1-EC6099
2093887,4663382,Escherichia sp. MOD1-EC6144
2093888,4682070,Escherichia sp. MOD1-EC6147
2093889,4544247,Escherichia sp. MOD1-EC6149
2093891,4900319,Escherichia sp. MOD1-EC6153
2093894,4767513,Escherichia sp. MOD1-EC6158
2093895,4688807,Escherichia sp. MOD1-EC6162
2093896,4909392,Escherichia sp. MOD1-EC6163
2093897,4.91E+06,Escherichia sp. MOD1-EC6300
2094028,2593430,Candidatus Brocadiaceae bacterium
2094120,6482104,Pandoraea sp. LA3
2094121,3180620,Treponema sp. J25
2094191,8587419,Burkholderia sp. SRS-46
2094193,6229309,Limnohabitans sp. TS-CS-82
2094194,4192489,Rhodoferax sp. TS-BS-61-7
2099387,8761534,Tolypothrix sp. PCC 7910
2099401,2.86E+06,Corynebacterium sp. J010B-136
2099665,3286940,Ardenticatenia bacterium
2099670,8.51E+05,Candidatus Dojkabacteria bacterium
2099675,3.77E+06,Cyclobacteriaceae bacterium
2099678,2.79E+06,Desulfuromonadales bacterium
2099683,3052750,Sphaerobacteraceae bacterium
2099692,9392216,Mycobacterium sp. ITM-2017-0098
2099693,5458822,Mycobacterium sp. ITM-2016-00318
2099694,6060210,Mycobacterium sp. ITM-2016-00317
2099695,5987044,Mycobacterium sp. ITM-2016-00316
2099795,1830543,Candidatus Rhabdochlamydia sp. T3358
2099885,1558746,Spiroplasma sp. ChiS
2100090,4088765,Caulobacter sp. CCUG 60055
2100146,8896073,Nostoc sp. UIC 10630
2100161,2117697,Desulfobacteraceae bacterium SEEP-SAG9
2100168,5247404,Photorhabdus sp. RW14-46
2100422,2893517,Idiomarina sp. OT37-5b
2107578,5320417,Ruegeria sp. EL01
2107581,4177471,Kiloniella sp. EL199
2107688,5365828,Pleurocapsa sp. CCALA 161
2107693,5226129,Chlorogloea sp. CCALA 695
2107696,7549128,Cyanosarcina burmensis
2107700,6951120,filamentous cyanobacterium CCP2
2107701,5297092,filamentous cyanobacterium CCP5
2107703,4172575,filamentous cyanobacterium CCP1
2107704,5775884,filamentous cyanobacterium CCP3
2107705,5590158,filamentous cyanobacterium Phorm 46
2107706,6644697,filamentous cyanobacterium Phorm 6
2107713,3.45E+06,Aeromicrobium sp. A1-2
2108445,5793550,Mesorhizobium sp. DCY119
2108467,3686368,Thermobacillus sp.
2108470,8.33E+06,Plantactinospora sp. BC1
2108523,2716150,Lawsonibacter asaccharolyticus
2108529,4838585,Aquimarina sp. AU474
2108530,4626214,Ruegeria sp. AU67
2109331,3534212,Roseovarius sp. A46
2109332,7775341,Streptomyces sp. CS149
2109334,3411519,Blautia sp. SG-772
2109628,7145071,Hapalosiphonaceae cyanobacterium JJU2
2109645,2035176,Lactobacillus sp. Sy-1
2109729,4829265,Enterobacter sp. FS01
2109730,8066211,Ensifer sp. NM-2
2109731,5033938,Pseudomonas sp. BBP2017
2109904,5.65E+06,Klebsiella sp. CVUAS 10975.2
2109911,2190690,Candidatus Amulumruptor caecigallinarius
2109917,4882533,Alteromonas sp. KS69
211455,6108068,uncultured Pseudonocardia sp.
2116111,5630969,Klebsiella sp. CVUAS 10191.3
2116500,4749786,Shigella sp. SHS-1
2116501,4526728,Shigella sp. SHS-2
2116502,4672839,Shigella sp. SHS-3
2116503,4478325,Shigella sp. SHS-4
2116504,4747223,Shigella sp. SHS-5
2116505,4631669,Shigella sp. SHS-6
2116506,4654736,Shigella sp. SHS-7
2116507,4818460,Shigella sp. SHS-8
2116510,3468848,Mycetocola sp. JXN-3
2116516,10157390,Sphingobacteriales bacterium UPWRP_1
2116543,5743888,Kluyvera sp. Nf5
2116687,7.16E+06,Mesorhizobium sp. SARCC-RB16n
212354,9040370,Nostoc calcicola
2126069,6533866,Pseudomonas sp. LBUM920
2126319,7015237,Variovorax sp. PMC12
2126321,5030936,Nissabacter sp. SGAir0207
2126341,4123697,Candidatus Kentron sp. G
2126351,6220277,Brevibacillus sp. NRRL NRS-603
2126672,3907904,Roseovarius sp. EL26
2126741,4926044,Nitratireductor sp. StC3
2126991,4730309,Dyella sp. C11
2126993,9705730,Paraburkholderia sp. C35
2127050,4014264,Rhizobium sp. JAB6
2127060,7291416,Rhodopirellula sp. P2
212767,7.22E+06,Mycobacterium sp. JS623
213322,2217900,uncultured Flavobacteriales bacterium
2133943,5317254,Glaciimonas sp. PCH181
2133945,7574276,Bradyrhizobium sp. MOS004
2133946,7261081,Bradyrhizobium sp. MOS003
2133947,7575111,Bradyrhizobium sp. MOS002
2133949,4420330,Roseivirga sp. XM-24bin3
2133950,3630065,Fluviicola sp. XM-24bin1
2133951,4431730,Marivita sp. XM-24bin2
2133952,2534571,Altererythrobacter sp. XM-24bin4
2133953,1.58E+06,Candidatus Aquiluna sp. XM-24bin5
2135430,9900720,Streptomyces sp. P3
2135446,7134265,Micromonospora sp. RP3T
2135448,7024346,Nocardia sp. MDA0666
2135462,8253042,Chitinophaga sp. S165
2135611,3921447,Loktanella sp. PT4BL
2135619,5734699,Arenibacter sp. ARW7G5Y1
2135623,3817109,Flavobacterium sp. 102
2135627,2923941,Flavobacterium sp. 123
2135628,5906912,Janthinobacterium sp. 75
2135631,6168922,Janthinobacterium sp. 78
2135632,5415492,Acidovorax sp. 93
2135634,5091440,Acidovorax sp. 99
2135635,5359997,Acidovorax sp. 100
2135637,4884083,Acidovorax sp. 106
2135638,5111855,Acidovorax sp. 107
2135642,5470773,Bosea sp. 124
2135644,4541599,Chryseobacterium sp. CBTAP 102
2135646,5912403,Rhizobium sp. PP-CC-2G-626
2135649,5868124,Rhizobium sp. PP-F2F-G36
2135651,5365952,Rhizobium sp. PP-F2F-G48
2135655,4451294,Sphingomonas sp. PP-CC-3A-396
2135656,4648014,Sphingomonas sp. PP-CC-3G-468
2135657,4385209,Sphingomonas sp. PP-CE-1A-559
2135658,4771401,Sphingomonas sp. PP-CE-1G-424
2135659,3977969,Sphingomonas sp. PP-CE-3A-406
2135660,4090908,Sphingomonas sp. PP-CE-3G-477
2135661,4553372,Sphingomonas sp. PP-F2F-A104-K0414
2135662,4105809,Sphingomonas sp. PP-F2F-G114-C0414
2135667,4048577,Elizabethkingia sp. YR214
2135694,4020721,Paenisporosarcina sp. OV554
2135723,6848551,Promicromonospora sp. AC04
2135729,5278128,Rhodococcus sp. OK519
2135737,5603683,Aminobacter sp. AP02
2135754,5718241,Pseudomonas sp. GV071
2136401,11098444,Streptomyces sp. YIM 121038
2137016,8648123,Streptomyces sp. A244
2137193,380587,cyanobacterium G8-9
2137198,3358525,Marinobacter sp. B9-2
2137852,4556045,Escherichia sp. 4726-5
2137853,4.71E+06,Escherichia sp. 20412-1
2137877,1.94E+06,Clostridiales Family XIII bacterium
2137878,2.16E+06,Selenomonadales bacterium
2137880,1899070,Candidatus Gastranaerophilales bacterium
2138576,14076305,Vitiosangium sp. GDMCC 1.1324
214106,6783278,Roseomonas genomospecies 6
2144187,4305158,Vibrio sp. Hep-1b-8
2144188,6952273,Rhodococcus sp. KBW08
2153357,3610818,Taibaiella sp. KBW10
2153358,7181616,Variovorax sp. KBW07
2153359,8138505,Pedobacter sp. KBW06
2153360,6519209,Pseudomonas sp. KBW05
2153361,5598601,Paucibacter sp. KBW04
2153362,5292763,Chryseobacterium sp. KBW03
2153363,3643587,Herminiimonas sp. KBW02
2153364,6484038,Pedobacter sp. KBW01
2153365,4933988,Acidovorax sp. FJL06
2153385,4734070,Lelliottia sp. WB101
215689,3957675,Erwinia sp. Ejp617
215829,5087010,Sulfitobacter sp. DFL-23
2161820,3301187,Dysgonomonas sp. Marseille-P4361
2161825,5121176,Escherichia sp. R8
2161864,5714369,Opitutus sp. ER46
2161865,6396474,Opitutaceae bacterium EW11
2161866,4745694,Spartobacteria bacterium LR76
2161867,6.61E+06,Verrucomicrobia bacterium LW23
2162614,1514510,Acidimicrobiales bacterium AG-410-I20
2162662,4433763,Escherichia sp. MOD1-EC6475
2162665,8.07E+06,Streptomyces sp. L2
2163009,1485810,Candidatus Poseidoniales archaeon
2163554,4048208,Sporomusaceae bacterium FL31
2163603,5353620,Enterobacter sp. EC-NT1
2163944,5.83E+06,Klebsiella sp. WCHKl090539
2163959,2651940,Candidatus Carbobacillus altaicus
2164130,2.66E+06,Cyanobium sp.
2164131,4.47E+06,Snowella sp.
2164,2048570,Methanobacterium sp.
2169412,6482446,Candidatus Angelobacter sp. Gp1-AA117
2169413,6999717,Blastocatellia bacterium AA13
2169535,3320111,Altererythrobacter insulae
2169583,7226716,Pseudomonas sp. SXM-1
2170627,6.74E+06,Bradyrhizobium sp. WBOS01
2170669,3698280,Candidatus Jettenia sp.
217070,5834761,Stella vacuolata
2170729,3209973,Methyloceanibacter sp. wino2
2170730,3411436,Acinetobacter sp. AM
2170731,4972022,Comamonas sp. JNW
2170734,4840575,Pseudomonas sp. SDI
2170735,4330941,Stenotrophomonas sp. SPM
2170742,2596136,Auritidibacter sp. NML100628
2170744,2.50E+06,Auritidibacter sp. NML120779
217144,3122810,uncultured Blastococcus sp.
2171494,5102962,Labrenzia sp. 011
2171623,3.77E+06,Miniimonas sp. S16
2171625,4581950,Sphingomonas sp. TPD3009
2171974,4013331,Arthrobacter sp. TPD3018
2171975,4082313,Microbacterium sp. TPD7012
2172005,4.10E+06,Methylosinus sp. Ce-a6
2172549,3.39E+06,Candidatus Brocadia sp.
2172550,4776880,candidate division KSB1 bacterium
2173174,3868980,Cellulomonas sp. WB94
2173179,3.43E+06,Microbacterium sp. Gd 4-13
2174442,3326030,Marinicaulis sp.
2174844,3810661,Maritimibacter sp. 55A14
2175006,6499736,Salmonella sp. 3DZ2-4SM
2175601,932017,Candidatus Planktophila sp.
2175620,3635022,Curtobacterium sp. MCLR17_036
2175621,3656015,Curtobacterium sp. MCBD17_026
2175641,3758921,Curtobacterium sp. MCSS17_005
2175643,3632003,Curtobacterium sp. MCSS17_011
2175644,4369335,Curtobacterium sp. MCSS17_016
2175645,3822211,Curtobacterium sp. MCPF17_002
2175648,3795294,Curtobacterium sp. MCLR17_007
2175649,3603586,Curtobacterium sp. MCBD17_030
2175656,3425119,Curtobacterium sp. MCBD17_008
2175657,3272095,Curtobacterium sp. MCBD17_023
2175658,3285849,Curtobacterium sp. MCBD17_029
2175659,3320482,Curtobacterium sp. MCBD17_032
2175667,3451810,Curtobacterium sp. MCBD17_003
2175668,3385998,Curtobacterium sp. MCBD17_013
2175670,3462573,Curtobacterium sp. MCBD17_028
2175674,3.99E+06,Curtobacterium sp. MCBD17_040
218084,4194680,uncultured Pantoea sp.
2180,1243342,Methanothermus fervidus
218160,5073830,Arthrobacter sp. M4
2182388,4919244,Xanthomonas sp. BRIP62409
2182426,4175114,Thioclava sp. NG1
2182433,3.06E+06,Prevotella sp. TCVGH
218296,4244590,uncultured Desulfobacteraceae bacterium
2183743,4652850,Arenibacter sp. H213
2183747,4236889,Antarcticibacterium sp. W02-3
2183748,4616022,Gramella sp. AN32
2183878,5091756,Enterobacter sp. CGMCC 5087
2183895,4487330,Microbacterium sp. KCTC 39802
2183897,5800520,Azorhizobium sp. AG788
2183898,4930699,Rhizobium sp. AG855
2183899,4560563,Arthrobacter sp. AG258
2183900,5412582,Comamonas sp. AG1104
2183901,4033129,Microvirgula sp. AG722
2183902,4694179,Enterobacter sp. AG326
2183903,4874258,Enterobacter sp. AG5470
2183904,4636484,Erwinia sp. AG740
2183905,5790929,Grimontella sp. AG753
2183906,5010362,Kosakonia sp. AG348
2183908,3861135,Arthrobacter sp. AG1021
2183910,4202110,Rhodobacter sp. 140A
2183911,4141708,Salinisphaera sp. LB1
2183912,7453811,Nocardiopsis sp. Huas11
2183913,2471551,Halanaerobium sp. MA284_MarDTE_T2
2183926,5764459,Pseudomonas sp. 2848
2183985,3328146,Halomonas sp. A11-A
2183986,4152020,Salegentibacter sp. 24
2183988,2793851,Idiomarina sp. 017G
2183989,3708640,Brachybacterium sp. AG952
2183991,2366557,Kocuria sp. AG109
2183992,3351167,Microbacterium sp. AG1240
2183993,3594151,Microbacterium sp. AG157
2183994,3379856,Microbacterium sp. AG238
2183995,3144229,Microbacterium sp. AG790
2183996,5864498,Rhodococcus sp. AG1013
2183997,5326708,Chryseobacterium sp. AG363
2183998,4869458,Chryseobacterium sp. AG844
2184000,3829887,Flavobacterium sp. AG291
2184005,2503142,Micrococcus sp. KT16
2184008,6792256,Pseudomonas sp. CFBP13509
2184009,6.00E+06,Pseudomonas sp. CFBP13508
2184309,2273740,Candidatus Nitrotoga sp. CP45
2184310,2814534,Candidatus Nitrotoga sp. LAW
2184343,1.61E+06,Candidatus Marinamargulisbacteria bacterium SCGC AG-343-D04
2184344,1.09E+06,Candidatus Marinamargulisbacteria bacterium SCGC AG-414-C22
2184345,1.52E+06,Candidatus Marinamargulisbacteria bacterium SCGC AG-410-N11
2184346,1002400,Candidatus Marinamargulisbacteria bacterium SCGC AG-439-L15
2184347,1732259,Candidatus Marinamargulisbacteria bacterium SCGC AAA071-K20
2184519,4834599,Hydrogenophaga sp. NH-16
2184570,7769470,Burkholderia sp. Bp9126
2184573,8102894,Burkholderia sp. Bp9142
2184581,4321800,Arthrobacter sp. AQ5-05
2184719,3.73E+06,Clostridium bovifaecis
2185103,3683900,Elioraea sp.
2185111,4572548,Sphingobium sp. LF-16
2185142,2813382,Altererythrobacter sp. ZODW24
2185143,3966524,Bacillus sp. CGMCC 1.16541
2185272,5773114,Mycolicibacterium sp. NCC-Tsukiji
2185284,9425309,Streptomyces sp. NWU339
218670,4179305,Marinobacter excellens
2200854,2634065,Candidatus Moanabacter tarae
2200879,1957875,Sulfolobus sp. A20-N-G8
2200880,2965820,Sulfolobus sp. A20-N-F8
2200881,2539682,Sulfolobus sp. A20-N-F6
2200883,2208579,Sulfolobus sp. B5
2200888,1953566,Sulfolobus sp. B1
2200906,3770634,endosymbiont of Galathealinum brachiosum
2200952,3192114,Flavobacteriaceae bacterium LYZ1037
2201033,2.60E+06,Staphylococcus sp. FDAARGOS_39
2201154,2.71E+06,Chthoniobacterales bacterium
2201155,4.49E+06,Pseudonocardiales bacterium
2201156,2.69E+06,Acidimicrobiales bacterium
2201272,2723560,Comamonas sp. lk
2201356,6.73E+06,Pseudomonas sp. 31-12
2202144,2973070,Spirochaetota bacterium
2202151,1.31E+06,Aquificae bacterium
2202153,2824400,Thermodesulfobacteriota bacterium
2202154,4468984,Dyella sp. C9
2202160,5275578,Pseudomonas sp. RIT 411
2202163,4743521,Pseudocitrobacter sp. RIT 415
2202164,4557387,Enterobacter sp. RIT 418
2202197,6572141,Candidatus Methylumidiphilus alinenensis
2202249,11342172,Streptosporangium sp. 'caverna'
2202516,7.52E+06,Streptomyces sp. ZEA17I
2202732,1.28E+06,Nitrosopumilaceae archaeon
2202734,4045220,Saprospiraceae bacterium
2202822,5759387,Kosakonia sp. MH5
2202823,6462713,Pseudomonas sp. Q1
2202826,6542583,Methylobacterium sp. 17Sr1-1
2202832,4649130,Enterobacter sp. HPCN14
2202894,7346097,Pseudomonas sp. RW407
2203192,4018975,Pseudoalteromonas sp. meg-B1
2203193,8596425,Actinomadura sp. WAC 06369
2203200,11361156,Nonomuraea sp. WAC 01424
2203202,10449247,Streptomyces sp. WAC 01325
2203205,8270461,Streptomyces sp. WAC 01529
2203206,8167160,Streptomyces sp. WAC 04229
2203208,8731824,Streptomyces sp. WAC 05977
2203210,8324535,Streptomyces sp. WAC 06738
2203419,4969575,Ochrobactrum sp. POC9
2203782,7345249,Ensifer sp. M14
2203891,4529615,Rhodovulum sp. 12E13
2203895,2895311,Psychrobacter sp. YP14
2204170,9234549,Nostoc sp. 3335mG
2204208,4766465,Salmonella sp. FORC89
2211356,3536078,Aequorivita sp. CIP111184
2211360,2.25E+06,Corynebacterium sp. ED61
2211374,5.26E+06,Candidatus Accumulibacter meliphilus
2211376,3048880,Candidatus Methylomirabilis lanthanidiphila
2211450,3.65E+06,Homoserinimonas sp. OAct 916
2211662,2.38E+06,Flavimaricola sp.
2212467,2.35E+06,Bacteroidaceae bacterium
2212468,5.43E+06,Bryobacteraceae bacterium
2212469,3.58E+06,Calditrichota bacterium
2212470,3.00E+06,Candidatus Eisenbacteria bacterium
2212474,7316380,Kofleriaceae bacterium
2212476,4738125,Fictibacillus sp. S7
221298,7313429,Westiellopsis prolifica
2212991,4579117,Clostridium sp. AWRP
2213016,3822055,Acinetobacter sp. WCHAc060042
2213078,6073719,Pseudomonas sp. MB-090624
2213080,7.08E+06,Pseudomonas sp. 57B-090624
2213,3322130,Methanosarcina sp.
2217818,5798572,Bacillus sp. SH7-1
2218523,359802,Candidatus Termititenax dinenymphae
2218524,2258481,Candidatus Termititenax aidoneus
2218525,1834680,Candidatus Termititenax persephonae
2218606,2547680,Mesonia sp. K7
2218661,5498811,Pseudomonas sp. MDMC17
2218662,5531828,Pseudomonas sp. MDMC216
2218663,5591703,Pseudomonas sp. MDMC224
2219062,5198649,Acidovorax sp. ST3
2219696,3761538,Sphingomonas sp. FARSPH
2219864,4611183,Sinomicrobium sp. N-1-3-6
2219865,5817683,Ralstonia sp. GX3-BWBA
2220072,4103528,Leifsonia sp. ku-ls
2220073,3975853,Bdellovibrio sp. NC01
222540,11255272,Frankia sp. BMG5.11
222819,6286783,[Phormidium] sp. ETS-05
2230877,3237491,Enterococcus sp. DIV2402
2230879,3667891,Enterococcus sp. DIV0849a
2230880,2.60E+06,Enterococcus sp. DIV0660C
2231053,2433270,Bdellovibrio sp. ZAP7
2231055,3.26E+06,Dechloromonas sp. HYN0024
2231116,1294150,Mycoplasmatota bacterium
2233531,2.89E+06,Exiguobacterium sp. TNDT2
2233777,1920030,Candidatus Tokpelaia sp.
2233853,7710841,Serratia sp. S1B
2234000,3844771,Halobacteriovorax sp. HLS
2234116,6715259,Marinilabiliaceae bacterium JC017
2234130,8310715,Brasilonema sp. UFV-L1
224843,7083334,Rhodococcus sp. ADH
2248751,2997928,Enterococcus sp. HPCN18
2248759,3802795,Tropicimonas sp. IMCC34011
2248760,4606852,Tropicimonas sp. IMCC34043
2248762,5103941,Lewinella sp. IMCC34183
2249217,9069515,Corallococcus sp. H22C18031201
2249742,4618494,Pseudarthrobacter sp. AG30
2249757,2641973,Aliidiomarina sp. B3213
2249759,5253286,Pseudomonas sp. CK-NBRI-02
2249812,3715327,Roseovarius sp. TE539
2250252,3.04E+06,Candidatus Sumerlaea chitinivorans
2250255,1.56E+06,Methanosarcinales archaeon
2250258,1.80E+06,Archaeoglobales archaeon
